0.000000	-0.000187
0.000994	-0.000188
0.001988	-0.000186
0.002981	-0.000187
0.003975	-0.000187
0.004969	-0.000188
0.005963	-0.000190
0.006957	-0.000190
0.007950	-0.000187
0.008944	-0.000185
0.009938	-0.000186
0.010932	-0.000187
0.011925	-0.000186
0.012919	-0.000185
0.013913	-0.000184
0.014907	-0.000187
0.015901	-0.000187
0.016894	-0.000187
0.017888	-0.000185
0.018882	-0.000186
0.019876	-0.000187
0.020870	-0.000187
0.021863	-0.000186
0.022857	-0.000186
0.023851	-0.000184
0.024845	-0.000184
0.025839	-0.000184
0.026832	-0.000185
0.027826	-0.000182
0.028820	-0.000181
0.029814	-0.000182
0.030807	-0.000184
0.031801	-0.000185
0.032795	-0.000184
0.033789	-0.000184
0.034783	-0.000183
0.035776	-0.000183
0.036770	-0.000182
0.037764	-0.000181
0.038758	-0.000182
0.039752	-0.000182
0.040745	-0.000185
0.041739	-0.000184
0.042733	-0.000182
0.043727	-0.000181
0.044720	-0.000179
0.045714	-0.000179
0.046708	-0.000179
0.047702	-0.000178
0.048696	-0.000178
0.049689	-0.000177
0.050683	-0.000179
0.051677	-0.000179
0.052671	-0.000181
0.053665	-0.000179
0.054658	-0.000180
0.055652	-0.000179
0.056646	-0.000180
0.057640	-0.000180
0.058634	-0.000177
0.059627	-0.000176
0.060621	-0.000177
0.061615	-0.000177
0.062609	-0.000178
0.063602	-0.000175
0.064596	-0.000175
0.065590	-0.000175
0.066584	-0.000175
0.067578	-0.000176
0.068571	-0.000175
0.069565	-0.000174
0.070559	-0.000175
0.071553	-0.000174
0.072547	-0.000174
0.073540	-0.000172
0.074534	-0.000174
0.075528	-0.000173
0.076522	-0.000173
0.077516	-0.000173
0.078509	-0.000173
0.079503	-0.000173
0.080497	-0.000172
0.081491	-0.000172
0.082484	-0.000174
0.083478	-0.000171
0.084472	-0.000171
0.085466	-0.000169
0.086460	-0.000170
0.087453	-0.000169
0.088447	-0.000171
0.089441	-0.000170
0.090435	-0.000169
0.091429	-0.000168
0.092422	-0.000168
0.093416	-0.000169
0.094410	-0.000169
0.095404	-0.000168
0.096398	-0.000168
0.097391	-0.000167
0.098385	-0.000168
0.099379	-0.000166
0.100373	-0.000166
0.101366	-0.000166
0.102360	-0.000166
0.103354	-0.000165
0.104348	-0.000166
0.105342	-0.000166
0.106335	-0.000165
0.107329	-0.000165
0.108323	-0.000166
0.109317	-0.000165
0.110311	-0.000165
0.111304	-0.000165
0.112298	-0.000165
0.113292	-0.000165
0.114286	-0.000165
0.115280	-0.000164
0.116273	-0.000164
0.117267	-0.000163
0.118261	-0.000164
0.119255	-0.000162
0.120248	-0.000163
0.121242	-0.000162
0.122236	-0.000162
0.123230	-0.000163
0.124224	-0.000162
0.125217	-0.000161
0.126211	-0.000160
0.127205	-0.000160
0.128199	-0.000160
0.129193	-0.000159
0.130186	-0.000159
0.131180	-0.000158
0.132174	-0.000159
0.133168	-0.000158
0.134161	-0.000158
0.135155	-0.000157
0.136149	-0.000158
0.137143	-0.000156
0.138137	-0.000156
0.139130	-0.000157
0.140124	-0.000157
0.141118	-0.000157
0.142112	-0.000157
0.143106	-0.000155
0.144099	-0.000156
0.145093	-0.000153
0.146087	-0.000154
0.147081	-0.000153
0.148075	-0.000153
0.149068	-0.000152
0.150062	-0.000153
0.151056	-0.000152
0.152050	-0.000152
0.153043	-0.000153
0.154037	-0.000154
0.155031	-0.000153
0.156025	-0.000154
0.157019	-0.000153
0.158012	-0.000153
0.159006	-0.000152
0.160000	-0.000152
0.160994	-0.000151
0.161988	-0.000150
0.162981	-0.000151
0.163975	-0.000150
0.164969	-0.000150
0.165963	-0.000151
0.166957	-0.000149
0.167950	-0.000152
0.168944	-0.000150
0.169938	-0.000151
0.170932	-0.000149
0.171925	-0.000149
0.172919	-0.000149
0.173913	-0.000148
0.174907	-0.000148
0.175901	-0.000147
0.176894	-0.000147
0.177888	-0.000148
0.178882	-0.000144
0.179876	-0.000095
0.180870	0.000007
0.181863	0.000039
0.182857	0.000047
0.183851	0.000048
0.184845	0.000049
0.185839	0.000050
0.186832	0.000049
0.187826	0.000050
0.188820	0.000052
0.189814	0.000050
0.190807	0.000054
0.191801	0.000052
0.192795	0.000053
0.193789	0.000053
0.194783	0.000051
0.195776	0.000053
0.196770	0.000052
0.197764	0.000052
0.198758	0.000054
0.199752	0.000053
0.200745	0.000055
0.201739	0.000055
0.202733	0.000055
0.203727	0.000057
0.204720	0.000059
0.205714	0.000057
0.206708	0.000058
0.207702	0.000056
0.208696	0.000058
0.209689	0.000057
0.210683	0.000056
0.211677	0.000058
0.212671	0.000058
0.213665	0.000059
0.214658	0.000059
0.215652	0.000057
0.216646	0.000061
0.217640	0.000061
0.218634	0.000062
0.219627	0.000061
0.220621	0.000059
0.221615	0.000063
0.222609	0.000063
0.223602	0.000061
0.224596	0.000061
0.225590	0.000060
0.226584	0.000064
0.227578	0.000060
0.228571	0.000062
0.229565	0.000063
0.230559	0.000062
0.231553	0.000065
0.232547	0.000063
0.233540	0.000065
0.234534	0.000064
0.235528	0.000063
0.236522	0.000066
0.237516	0.000065
0.238509	0.000069
0.239503	0.000065
0.240497	0.000067
0.241491	0.000066
0.242484	0.000066
0.243478	0.000071
0.244472	0.000071
0.245466	0.000073
0.246460	0.000068
0.247453	0.000068
0.248447	0.000071
0.249441	0.000069
0.250435	0.000072
0.251429	0.000068
0.252422	0.000072
0.253416	0.000071
0.254410	0.000071
0.255404	0.000071
0.256398	0.000072
0.257391	0.000073
0.258385	0.000070
0.259379	0.000073
0.260373	0.000072
0.261366	0.000074
0.262360	0.000075
0.263354	0.000072
0.264348	0.000075
0.265342	0.000074
0.266335	0.000077
0.267329	0.000074
0.268323	0.000076
0.269317	0.000073
0.270311	0.000076
0.271304	0.000074
0.272298	0.000075
0.273292	0.000074
0.274286	0.000074
0.275280	0.000076
0.276273	0.000075
0.277267	0.000077
0.278261	0.000075
0.279255	0.000078
0.280248	0.000076
0.281242	0.000077
0.282236	0.000078
0.283230	0.000077
0.284224	0.000080
0.285217	0.000076
0.286211	0.000082
0.287205	0.000080
0.288199	0.000086
0.289193	0.000083
0.290186	0.000084
0.291180	0.000081
0.292174	0.000085
0.293168	0.000081
0.294161	0.000083
0.295155	0.000081
0.296149	0.000082
0.297143	0.000082
0.298137	0.000083
0.299130	0.000083
0.300124	0.000083
0.301118	0.000086
0.302112	0.000083
0.303106	0.000085
0.304099	0.000084
0.305093	0.000087
0.306087	0.000084
0.307081	0.000087
0.308075	0.000084
0.309068	0.000086
0.310062	0.000085
0.311056	0.000089
0.312050	0.000085
0.313043	0.000089
0.314037	0.000086
0.315031	0.000089
0.316025	0.000087
0.317019	0.000092
0.318012	0.000090
0.319006	0.000092
0.320000	0.000094
0.320994	0.000100
0.321988	0.000092
0.322981	0.000091
0.323975	0.000088
0.324969	0.000093
0.325963	0.000092
0.326957	0.000094
0.327950	0.000089
0.328944	0.000092
0.329938	0.000091
0.330932	0.000094
0.331925	0.000091
0.332919	0.000094
0.333913	0.000091
0.334907	0.000094
0.335901	0.000090
0.336894	0.000095
